sale_id,sale_date,product_id,product_name,category,region,sales_rep,quantity,unit_price,unit_cost,discount,revenue,profit,payment_method
S00254,2024-06-04,P002,Mouse,Electronics,East,Diana,7,30,10,0.2,168.0,112.0,Credit Card
S00255,2024-12-26,P004,Desk Chair,Furniture,Central,Hannah,7,250,100,0.24,1330.0,798.0,UPI
S00256,2024-06-06,P007,Pen Pack,Stationery,East,George,8,5,1,0.14,34.4,27.52,Net Banking
S00257,2024-04-14,P006,Notebook,Stationery,East,Hannah,17,8,2,0.22,106.08,79.56,Net Banking
S00258,2024-10-10,P006,Notebook,Stationery,,Charlie,14,8,2,0.01,110.88,83.16,Cash
S00259,2024-05-11,P005,Monitor,Electronics,East,Diana,5,350,150,0.05,1662.5,950.0,Cash
S00260,2024-09-07,P008,Standing Desk,Furniture,Central,Charlie,15,500,200,0.04,7200.0,4320.0,UPI
S00261,2024-01-04,P009,Headphones,Electronics,North,Bob,2,150,50,0.13,261.0,174.0,Cash
S00262,2024-01-31,P003,Keyboard,Electronics,East,Diana,8,60,20,0.02,470.4,313.6,Cash
S00263,2024-05-20,P008,Standing Desk,Furniture,,Alice,1,500,200,0.0,500.0,300.0,Net Banking
S00264,2024-09-25,P001,Laptop,Electronics,North,Charlie,17,1200,800,0.2,16320.0,5440.0,UPI
S00265,2024-02-10,P004,Desk Chair,Furniture,West,Fiona,7,250,100,0.15,1487.5,892.5,Net Banking
S00266,2024-11-30,P007,Pen Pack,Stationery,North,Diana,15,5,1,0.14,64.5,51.6,Credit Card
S00267,2024-02-12,P002,Mouse,Electronics,South,Alice,13,30,10,0.09,354.9,236.6,Cash
S00268,2024-04-27,P007,Pen Pack,Stationery,North,Bob,11,5,1,0.14,47.3,37.84,UPI
S00269,2024-12-02,P010,Webcam,Electronics,Central,Ethan,16,90,30,0.07,1339.2,892.8,Credit Card
S00270,2024-02-09,P003,Keyboard,Electronics,West,Charlie,11,60,20,0.0,660.0,440.0,Net Banking
S00271,2024-06-18,P003,Keyboard,Electronics,Central,George,19,60,20,0.06,1071.6,714.4,Cash
S00272,2024-02-08,P003,Keyboard,Electronics,South,Alice,3,60,20,0.13,156.6,104.4,Net Banking
S00273,2024-05-19,P010,Webcam,Electronics,,Fiona,20,90,30,0.24,1368.0,912.0,Cash
S00274,2024-12-04,P008,Standing Desk,Furniture,Central,George,8,500,200,0.09,3640.0,2184.0,Cash
S00275,2024-07-13,P002,Mouse,Electronics,South,Bob,20,30,10,0.07,558.0,372.0,UPI
S00276,2024-02-22,P007,Pen Pack,Stationery,East,Ethan,11,5,1,0.09,50.05,40.04,UPI
S00277,2024-06-30,P002,Mouse,Electronics,North,George,6,30,10,0.11,160.2,106.8,Credit Card
S00278,2024-02-13,P010,Webcam,Electronics,West,Alice,20,90,30,0.2,1440.0,960.0,UPI
S00279,2024-09-09,P010,Webcam,Electronics,East,Charlie,17,90,30,0.04,1468.8,979.2,UPI
S00280,2024-05-08,P002,Mouse,Electronics,East,Hannah,6,30,10,0.11,160.2,106.8,UPI
S00281,2024-06-19,P008,Standing Desk,Furniture,West,Charlie,20,500,200,0.15,8500.0,5100.0,Cash
S00282,2024-12-21,P006,Notebook,Stationery,Central,Charlie,15,8,2,0.08,110.4,82.8,UPI
S00283,2024-10-21,P008,Standing Desk,Furniture,West,Fiona,11,500,200,0.04,5280.0,3168.0,UPI
S00284,2024-04-12,P006,Notebook,Stationery,Central,Fiona,13,8,2,0.07,96.72,72.54,UPI
S00285,2024-12-20,P009,Headphones,Electronics,East,Diana,1,150,50,0.24,114.0,76.0,Credit Card
S00286,2024-07-12,P007,Pen Pack,Stationery,West,Ethan,16,5,1,0.03,77.6,62.08,Credit Card
S00287,2024-12-25,P008,Standing Desk,Furniture,East,George,20,500,200,0.12,8800.0,5280.0,Credit Card
S00288,2024-06-18,P002,Mouse,Electronics,West,Alice,8,30,10,0.16,201.6,134.4,Cash
S00289,2024-08-25,P002,Mouse,Electronics,West,Diana,1,30,10,0.02,29.4,19.6,UPI
S00290,2024-06-27,P006,Notebook,Stationery,South,Bob,1,8,2,0.12,7.04,5.28,Net Banking
S00291,2024-12-22,P006,Notebook,Stationery,West,Fiona,15,8,2,0.2,96.0,72.0,Cash
S00292,2024-06-24,P006,Notebook,Stationery,,Bob,3,8,2,0.08,22.08,16.56,Credit Card
S00293,2024-04-28,P003,Keyboard,Electronics,West,Fiona,8,60,20,0.13,417.6,278.4,Cash
S00294,2024-08-18,P003,Keyboard,Electronics,South,Alice,6,60,20,0.16,302.4,201.6,Cash
S00295,2024-04-05,P007,Pen Pack,Stationery,Central,Bob,1,5,1,0.18,4.1,3.28,Net Banking
S00296,2024-11-01,P006,Notebook,Stationery,East,Hannah,7,8,2,0.11,49.84,37.38,Cash
S00297,2024-11-10,P010,Webcam,Electronics,East,Hannah,13,90,30,0.15,994.5,663.0,Credit Card
S00298,2024-09-18,P003,Keyboard,Electronics,South,Charlie,11,60,20,0.03,640.2,426.8,Cash
S00299,2024-12-21,P007,Pen Pack,Stationery,Central,Charlie,20,5,1,0.03,97.0,77.6,UPI
S00300,2024-01-28,P009,Headphones,Electronics,Central,Fiona,6,150,50,0.12,792.0,528.0,Net Banking
S00301,2024-07-31,P001,Laptop,Electronics,West,Hannah,16,1200,800,0.03,18624.0,6208.0,Cash
S00302,2024-01-17,P008,Standing Desk,Furniture,East,,6,500,200,0.02,2940.0,1764.0,Net Banking
S00303,2024-10-20,P004,Desk Chair,Furniture,North,Hannah,18,250,100,0.07,4185.0,2511.0,Credit Card
S00304,2024-10-06,P005,Monitor,Electronics,West,Alice,18,350,150,0.21,4977.0,2844.0,UPI
S00305,2024-08-18,P007,Pen Pack,Stationery,North,Diana,4,5,1,0.18,16.4,13.12,Net Banking
S00306,2024-12-18,P006,Notebook,Stationery,Central,Diana,3,8,2,0.11,21.36,16.02,Net Banking
S00307,2024-10-18,P010,Webcam,Electronics,North,Diana,14,90,30,0.04,1209.6,806.4,Net Banking
S00308,2024-09-20,P009,Headphones,Electronics,East,Ethan,9,150,50,0.15,1147.5,765.0,Credit Card
S00309,2024-05-07,P003,Keyboard,Electronics,South,Charlie,14,60,20,0.23,646.8,431.2,UPI
S00310,2024-11-17,P006,Notebook,Stationery,East,Hannah,8,8,2,0.19,51.84,38.88,Cash
S00311,2024-12-21,P007,Pen Pack,Stationery,East,Bob,15,5,1,0.02,73.5,58.8,Net Banking
S00312,2024-08-22,P008,Standing Desk,Furniture,North,,16,500,200,0.08,7360.0,4416.0,Net Banking
S00313,2024-05-25,P002,Mouse,Electronics,East,Diana,18,30,10,0.1,486.0,324.0,Net Banking
S00314,2024-01-24,P009,Headphones,Electronics,North,Fiona,19,150,50,0.03,2764.5,1843.0,Credit Card
S00315,2024-04-13,P008,Standing Desk,Furniture,West,Hannah,1,500,200,0.03,485.0,291.0,UPI
S00316,2024-02-12,P005,Monitor,Electronics,East,Bob,6,350,150,0.22,1638.0,936.0,Net Banking
S00317,2024-12-26,P003,Keyboard,Electronics,North,Diana,2,60,20,0.1,108.0,72.0,Credit Card
S00318,2024-01-05,P001,Laptop,Electronics,West,Diana,7,1200,800,0.12,7392.0,2464.0,Credit Card
S00319,2024-07-15,P006,Notebook,Stationery,South,Charlie,4,8,2,0.25,24.0,18.0,Credit Card
S00320,2024-11-24,P002,Mouse,Electronics,South,Charlie,4,30,10,0.08,110.4,73.6,UPI
S00321,2024-11-17,P002,Mouse,Electronics,South,Charlie,17,30,10,0.14,438.6,292.4,UPI
S00322,2024-03-04,P007,Pen Pack,Stationery,South,Bob,20,5,1,0.17,83.0,66.4,Cash
S00323,2024-10-10,P006,Notebook,Stationery,South,Ethan,14,8,2,0.08,103.04,77.28,Net Banking
S00324,2024-11-26,P001,Laptop,Electronics,East,Diana,10,1200,800,0.05,11400.0,3800.0,Credit Card
S00325,2024-07-03,P004,Desk Chair,Furniture,North,Bob,16,250,100,0.1,3600.0,2160.0,Net Banking
S00326,2024-08-29,P003,Keyboard,Electronics,South,Fiona,13,60,20,0.22,608.4,405.6,Credit Card
S00327,2024-09-16,P001,Laptop,Electronics,West,Alice,19,1200,800,0.02,22344.0,7448.0,Net Banking
S00328,2024-02-10,P009,Headphones,Electronics,East,Charlie,14,150,50,0.11,1869.0,1246.0,UPI
S00329,2024-05-02,P003,Keyboard,Electronics,West,Bob,18,60,20,0.08,993.6,662.4,Credit Card
S00330,2024-03-02,P004,Desk Chair,Furniture,South,Alice,3,250,100,0.23,577.5,346.5,Credit Card
S00331,2024-05-17,P003,Keyboard,Electronics,South,Ethan,1,60,20,0.04,57.6,38.4,Credit Card
S00332,2024-11-17,P001,Laptop,Electronics,Central,Bob,11,1200,800,0.2,10560.0,3520.0,Credit Card
S00333,2024-02-22,P008,Standing Desk,Furniture,East,Charlie,15,500,200,0.13,6525.0,3915.0,Credit Card
S00334,2024-07-05,P004,Desk Chair,Furniture,West,Alice,17,250,100,0.0,4250.0,2550.0,Cash
S00335,2024-08-01,P003,Keyboard,Electronics,South,George,6,60,20,0.23,277.2,184.8,Net Banking
S00336,2024-01-24,P005,Monitor,Electronics,Central,Alice,3,350,150,0.14,903.0,516.0,Cash
S00337,2024-08-21,P002,Mouse,Electronics,Central,Ethan,15,30,10,0.22,351.0,234.0,Credit Card
S00338,2024-09-09,P006,Notebook,Stationery,Central,Diana,7,8,2,0.07,52.08,39.06,UPI
S00339,2024-11-21,P009,Headphones,Electronics,East,Alice,8,150,50,0.04,1152.0,768.0,Credit Card
S00340,2024-05-01,P006,Notebook,Stationery,Central,Ethan,1,8,2,0.19,6.48,4.86,Cash
S00341,2024-09-23,P008,Standing Desk,Furniture,South,Ethan,2,500,200,0.24,760.0,456.0,Cash
S00342,2024-02-08,P006,Notebook,Stationery,West,Bob,15,8,2,0.24,91.2,68.4,Credit Card
S00343,2024-12-24,P007,Pen Pack,Stationery,West,Fiona,5,5,1,0.06,23.5,18.8,Net Banking
S00344,2024-02-25,P006,Notebook,Stationery,Central,Diana,15,8,2,0.07,111.6,83.7,UPI
S00345,2024-08-19,P002,Mouse,Electronics,South,Bob,6,30,10,0.11,160.2,106.8,Net Banking
S00346,2024-01-21,P008,Standing Desk,Furniture,Central,Ethan,9,500,200,0.21,3555.0,2133.0,UPI
S00347,2024-12-12,P006,Notebook,Stationery,North,Fiona,5,8,2,0.02,39.2,29.4,Net Banking
S00348,2024-05-07,P005,Monitor,Electronics,Central,Hannah,6,350,150,0.01,2079.0,1188.0,Credit Card
S00349,2024-03-07,P008,Standing Desk,Furniture,South,Alice,4,500,200,0.2,1600.0,960.0,UPI
S00350,2024-02-08,P007,Pen Pack,Stationery,East,Bob,12,5,1,0.17,49.8,39.84,Credit Card
S00351,2024-03-03,P002,Mouse,Electronics,East,Charlie,7,30,10,0.23,161.7,107.8,Credit Card
S00352,2024-12-15,P008,Standing Desk,Furniture,West,George,2,500,200,0.04,960.0,576.0,Cash
S00353,2024-01-18,P003,Keyboard,Electronics,South,Ethan,12,60,20,0.05,684.0,456.0,UPI
S00354,2024-03-11,P005,Monitor,Electronics,West,Alice,16,350,150,0.1,5040.0,2880.0,Cash
S00355,2024-09-02,P004,Desk Chair,Furniture,East,Alice,17,250,100,0.06,3995.0,2397.0,Cash
S00356,2024-11-01,P006,Notebook,Stationery,,Charlie,19,8,2,0.13,132.24,99.18,UPI
S00357,2024-03-22,P001,Laptop,Electronics,South,Fiona,9,1200,800,0.01,10692.0,3564.0,Credit Card
S00358,2024-10-21,P004,Desk Chair,Furniture,South,Alice,8,250,100,0.07,1860.0,1116.0,Cash
S00359,2024-12-26,P006,Notebook,Stationery,North,Fiona,6,8,2,0.04,46.08,34.56,Net Banking
S00360,2024-09-08,P010,Webcam,Electronics,South,Hannah,19,90,30,0.04,1641.6,1094.4,Credit Card
S00361,2024-11-10,P002,Mouse,Electronics,,Hannah,2,30,10,0.06,56.4,37.6,UPI
S00362,2024-10-27,P003,Keyboard,Electronics,South,Fiona,11,60,20,0.18,541.2,360.8,UPI
S00363,2024-10-27,P002,Mouse,Electronics,West,Fiona,17,30,10,0.22,397.8,265.2,Credit Card
S00364,2024-11-28,P006,Notebook,Stationery,West,George,10,8,2,0.08,73.6,55.2,Net Banking
S00365,2024-03-30,P003,Keyboard,Electronics,Central,Fiona,18,60,20,0.17,896.4,597.6,Cash
S00366,2024-01-17,P005,Monitor,Electronics,Central,George,10,350,150,0.03,3395.0,1940.0,UPI
S00367,2024-09-11,P010,Webcam,Electronics,North,Diana,11,90,30,0.23,762.3,508.2,UPI
S00368,2024-12-28,P006,Notebook,Stationery,North,Charlie,3,8,2,0.06,22.56,16.92,Net Banking
S00369,2024-01-01,P008,Standing Desk,Furniture,North,Bob,1,500,200,0.07,465.0,279.0,Credit Card
S00370,2024-06-28,P007,Pen Pack,Stationery,West,George,15,5,1,0.18,61.5,49.2,Cash
S00371,2024-01-18,P002,Mouse,Electronics,North,Diana,16,30,10,0.2,384.0,256.0,Net Banking
S00372,2024-03-23,P001,Laptop,Electronics,West,Fiona,11,1200,800,0.07,12276.0,4092.0,Credit Card
S00373,2024-11-30,P009,Headphones,Electronics,West,Hannah,3,150,50,0.08,414.0,276.0,UPI
S00374,2024-12-22,P010,Webcam,Electronics,West,Diana,14,90,30,0.04,1209.6,806.4,Net Banking
S00375,2024-03-19,P005,Monitor,Electronics,West,,10,350,150,0.06,3290.0,1880.0,Credit Card
S00376,2024-04-15,P006,Notebook,Stationery,North,Hannah,1,8,2,0.11,7.12,5.34,UPI
S00377,2024-02-16,P005,Monitor,Electronics,East,George,3,350,150,0.12,924.0,528.0,Cash
S00378,2024-08-13,P003,Keyboard,Electronics,,Hannah,12,60,20,0.22,561.6,374.4,Cash
S00379,2024-02-13,P005,Monitor,Electronics,North,Charlie,8,350,150,0.21,2212.0,1264.0,Net Banking
S00380,2024-08-02,P009,Headphones,Electronics,Central,Alice,14,150,50,0.24,1596.0,1064.0,Cash
S00381,2024-10-19,P010,Webcam,Electronics,Central,Alice,8,90,30,0.12,633.6,422.4,UPI
S00382,2024-01-22,P002,Mouse,Electronics,South,Diana,15,30,10,0.04,432.0,288.0,Cash
S00383,2024-06-12,P002,Mouse,Electronics,East,Charlie,14,30,10,0.05,399.0,266.0,Credit Card
S00384,2024-12-24,P002,Mouse,Electronics,North,Ethan,13,30,10,0.14,335.4,223.6,Cash
S00385,2024-02-21,P002,Mouse,Electronics,Central,Bob,14,30,10,0.04,403.2,268.8,Net Banking
S00386,2024-01-20,P009,Headphones,Electronics,West,Hannah,12,150,50,0.22,1404.0,936.0,UPI
S00387,2024-06-18,P005,Monitor,Electronics,,George,13,350,150,0.04,4368.0,2496.0,UPI
S00388,2024-06-08,P001,Laptop,Electronics,East,Alice,16,1200,800,0.23,14784.0,4928.0,Net Banking
S00389,2024-06-13,P008,Standing Desk,Furniture,West,Ethan,4,500,200,0.24,1520.0,912.0,Net Banking
S00390,2024-09-05,P007,Pen Pack,Stationery,West,Diana,20,5,1,0.16,84.0,67.2,Net Banking
S00391,2024-10-18,P001,Laptop,Electronics,Central,George,17,1200,800,0.2,16320.0,5440.0,Credit Card
S00392,2024-01-26,P003,Keyboard,Electronics,West,Alice,7,60,20,0.22,327.6,218.4,Net Banking
S00393,2024-12-14,P004,Desk Chair,Furniture,North,George,9,250,100,0.09,2047.5,1228.5,Credit Card
S00394,2024-06-25,P004,Desk Chair,Furniture,East,Hannah,12,250,100,0.12,2640.0,1584.0,UPI
S00395,2024-04-23,P005,Monitor,Electronics,South,Charlie,3,350,150,0.07,976.5,558.0,UPI
S00396,2024-11-27,P004,Desk Chair,Furniture,South,Alice,9,250,100,0.16,1890.0,1134.0,UPI
S00397,2024-08-04,P010,Webcam,Electronics,East,Ethan,1,90,30,0.06,84.6,56.4,Cash
S00398,2024-09-18,P006,Notebook,Stationery,North,George,15,8,2,0.06,112.8,84.6,Net Banking
S00399,2024-05-21,P009,Headphones,Electronics,East,Bob,20,150,50,0.15,2550.0,1700.0,Net Banking
S00400,2024-05-03,P005,Monitor,Electronics,Central,Ethan,9,350,150,0.16,2646.0,1512.0,Credit Card
S00401,2024-05-12,P010,Webcam,Electronics,East,Alice,13,90,30,0.17,971.1,647.4,Cash
S00402,2024-12-17,P007,Pen Pack,Stationery,South,Diana,13,5,1,0.18,53.3,42.64,Cash
S00403,2024-03-06,P006,Notebook,Stationery,West,Charlie,17,8,2,0.08,125.12,93.84,Net Banking
S00404,2024-06-06,P009,Headphones,Electronics,South,Bob,6,150,50,0.24,684.0,456.0,Cash
S00405,2024-10-24,P006,Notebook,Stationery,Central,Bob,12,8,2,0.07,89.28,66.96,Credit Card
S00406,2024-01-28,P008,Standing Desk,Furniture,West,George,7,500,200,0.13,3045.0,1827.0,UPI
S00407,2024-02-11,P003,Keyboard,Electronics,South,Hannah,7,60,20,0.09,382.2,254.8,Cash
S00408,2024-10-22,P006,Notebook,Stationery,South,Hannah,6,8,2,0.08,44.16,33.12,UPI
S00409,2024-07-15,P008,Standing Desk,Furniture,West,George,3,500,200,0.03,1455.0,873.0,Credit Card
S00410,2024-04-07,P001,Laptop,Electronics,Central,Alice,18,1200,800,0.05,20520.0,6840.0,Credit Card
S00411,2024-09-14,P001,Laptop,Electronics,West,Ethan,8,1200,800,0.06,9024.0,3008.0,Net Banking
S00412,2024-11-01,P003,Keyboard,Electronics,Central,Ethan,3,60,20,0.21,142.2,94.8,Net Banking
S00413,2024-07-25,P007,Pen Pack,Stationery,South,Fiona,5,5,1,0.09,22.75,18.2,Credit Card
S00414,2024-03-04,P004,Desk Chair,Furniture,South,Alice,8,250,100,0.18,1640.0,984.0,Net Banking
S00415,2024-12-04,P001,Laptop,Electronics,North,Alice,13,1200,800,0.22,12168.0,4056.0,Credit Card
S00416,2024-08-30,P001,Laptop,Electronics,East,George,2,1200,800,0.17,1992.0,664.0,UPI
S00417,2024-08-02,P004,Desk Chair,Furniture,South,Ethan,1,250,100,0.08,230.0,138.0,Credit Card
S00418,2024-04-12,P009,Headphones,Electronics,Central,Bob,20,150,50,0.03,2910.0,1940.0,Net Banking
S00419,2024-09-11,P009,Headphones,Electronics,,Charlie,7,150,50,0.09,955.5,637.0,UPI
S00420,2024-10-20,P008,Standing Desk,Furniture,North,,11,500,200,0.06,5170.0,3102.0,Cash
S00421,2024-08-21,P003,Keyboard,Electronics,South,Bob,3,60,20,0.19,145.8,97.2,Net Banking
S00422,2024-12-12,P005,Monitor,Electronics,East,Alice,15,350,150,0.01,5197.5,2970.0,Net Banking
S00423,2024-03-11,P007,Pen Pack,Stationery,,Alice,4,5,1,0.02,19.6,15.68,UPI
S00424,2024-07-09,P006,Notebook,Stationery,North,Ethan,12,8,2,0.22,74.88,56.16,Net Banking
S00425,2024-08-03,P003,Keyboard,Electronics,West,Ethan,4,60,20,0.1,216.0,144.0,UPI
S00426,2024-09-04,P002,Mouse,Electronics,Central,Charlie,5,30,10,0.17,124.5,83.0,Cash
S00427,2024-09-04,P003,Keyboard,Electronics,South,Alice,20,60,20,0.09,1092.0,728.0,Cash
S00428,2024-12-13,P002,Mouse,Electronics,,Fiona,14,30,10,0.11,373.8,249.2,UPI
S00429,2024-09-03,P006,Notebook,Stationery,South,Bob,17,8,2,0.13,118.32,88.74,Net Banking
S00430,2024-03-21,P007,Pen Pack,Stationery,,Alice,5,5,1,0.21,19.75,15.8,Cash
S00431,2024-01-26,P008,Standing Desk,Furniture,East,Diana,6,500,200,0.02,2940.0,1764.0,UPI
S00432,2024-08-17,P009,Headphones,Electronics,Central,Hannah,13,150,50,0.1,1755.0,1170.0,Credit Card
S00433,2024-01-19,P008,Standing Desk,Furniture,West,Alice,15,500,200,0.08,6900.0,4140.0,Credit Card
S00434,2024-06-23,P002,Mouse,Electronics,West,Diana,20,30,10,0.24,456.0,304.0,Net Banking
S00435,2024-08-19,P001,Laptop,Electronics,East,Hannah,8,1200,800,0.21,7584.0,2528.0,Credit Card
S00436,2024-12-25,P002,Mouse,Electronics,East,Ethan,8,30,10,0.0,240.0,160.0,Credit Card
S00437,2024-04-10,P001,Laptop,Electronics,Central,George,6,1200,800,0.12,6336.0,2112.0,UPI
S00438,2024-07-31,P002,Mouse,Electronics,North,Diana,13,30,10,0.05,370.5,247.0,Credit Card
S00439,2024-09-28,P010,Webcam,Electronics,North,Charlie,4,90,30,0.19,291.6,194.4,Credit Card
S00440,2024-03-06,P009,Headphones,Electronics,South,Charlie,14,150,50,0.21,1659.0,1106.0,Credit Card
S00441,2024-12-20,P007,Pen Pack,Stationery,Central,George,20,5,1,0.15,85.0,68.0,UPI
S00442,2024-07-30,P005,Monitor,Electronics,South,Hannah,13,350,150,0.24,3458.0,1976.0,Net Banking
S00443,2024-12-31,P009,Headphones,Electronics,Central,Diana,11,150,50,0.18,1353.0,902.0,Net Banking
S00444,2024-12-29,P006,Notebook,Stationery,East,Charlie,5,8,2,0.25,30.0,22.5,Credit Card
S00445,2024-05-26,P006,Notebook,Stationery,Central,George,18,8,2,0.12,126.72,95.04,Cash
S00446,2024-05-16,P001,Laptop,Electronics,South,Alice,17,1200,800,0.03,19788.0,6596.0,UPI
S00447,2024-01-17,P005,Monitor,Electronics,Central,Ethan,9,350,150,0.04,3024.0,1728.0,Net Banking
S00448,2024-07-18,P008,Standing Desk,Furniture,Central,Diana,4,500,200,0.15,1700.0,1020.0,UPI
S00449,2024-12-16,P009,Headphones,Electronics,West,,10,150,50,0.17,1245.0,830.0,Net Banking
S00450,2024-10-28,P009,Headphones,Electronics,East,Hannah,2,150,50,0.0,300.0,200.0,UPI
S00451,2024-09-20,P004,Desk Chair,Furniture,South,Bob,10,250,100,0.11,2225.0,1335.0,Credit Card
S00452,2024-01-03,P007,Pen Pack,Stationery,East,Charlie,2,5,1,0.11,8.9,7.12,Net Banking
S00453,2024-12-04,P008,Standing Desk,Furniture,Central,Alice,5,500,200,0.01,2475.0,1485.0,Net Banking
S00454,2024-09-23,P008,Standing Desk,Furniture,South,Fiona,19,500,200,0.14,8170.0,4902.0,Credit Card
S00455,2024-12-05,P009,Headphones,Electronics,South,Bob,6,150,50,0.1,810.0,540.0,Net Banking
S00456,2024-02-28,P006,Notebook,Stationery,North,Hannah,12,8,2,0.07,89.28,66.96,Net Banking
S00457,2024-07-14,P008,Standing Desk,Furniture,East,Diana,8,500,200,0.23,3080.0,1848.0,Credit Card
S00458,2024-08-16,P007,Pen Pack,Stationery,Central,Fiona,9,5,1,0.14,38.7,30.96,Cash
S00459,2024-10-02,P001,Laptop,Electronics,South,Bob,10,1200,800,0.22,9360.0,3120.0,Credit Card
S00460,2024-10-02,P002,Mouse,Electronics,South,George,7,30,10,0.17,174.3,116.2,Cash
S00461,2024-04-01,P002,Mouse,Electronics,North,Alice,5,30,10,0.01,148.5,99.0,Net Banking
S00462,2024-11-18,P009,Headphones,Electronics,West,Ethan,3,150,50,0.14,387.0,258.0,Cash
S00463,2024-02-02,P007,Pen Pack,Stationery,Central,Alice,11,5,1,0.0,55.0,44.0,Credit Card
S00464,2024-08-12,P002,Mouse,Electronics,East,Ethan,12,30,10,0.23,277.2,184.8,Cash
S00465,2024-05-31,P007,Pen Pack,Stationery,Central,Charlie,1,5,1,0.12,4.4,3.52,UPI
S00466,2024-03-04,P005,Monitor,Electronics,South,,12,350,150,0.24,3192.0,1824.0,Credit Card
S00467,2024-04-18,P001,Laptop,Electronics,East,Bob,19,1200,800,0.15,19380.0,6460.0,Cash
S00468,2024-12-09,P009,Headphones,Electronics,South,Ethan,5,150,50,0.04,720.0,480.0,Credit Card
S00469,2024-10-24,P009,Headphones,Electronics,South,Bob,15,150,50,0.16,1890.0,1260.0,Cash
S00470,2024-04-09,P006,Notebook,Stationery,North,Bob,12,8,2,0.03,93.12,69.84,Net Banking
S00471,2024-06-10,P008,Standing Desk,Furniture,East,Charlie,15,500,200,0.08,6900.0,4140.0,Cash
S00472,2024-03-09,P003,Keyboard,Electronics,East,George,1,60,20,0.08,55.2,36.8,Net Banking
S00473,2024-11-26,P008,Standing Desk,Furniture,South,Hannah,15,500,200,0.11,6675.0,4005.0,Credit Card
S00474,2024-09-16,P005,Monitor,Electronics,North,Bob,5,350,150,0.22,1365.0,780.0,Credit Card
S00475,2024-10-03,P010,Webcam,Electronics,Central,Alice,19,90,30,0.1,1539.0,1026.0,Cash
S00476,2024-09-18,P003,Keyboard,Electronics,Central,Ethan,12,60,20,0.1,648.0,432.0,Credit Card
S00477,2024-08-16,P007,Pen Pack,Stationery,South,Charlie,12,5,1,0.13,52.2,41.76,UPI
S00478,2024-07-02,P003,Keyboard,Electronics,West,Charlie,19,60,20,0.24,866.4,577.6,Credit Card
S00479,2024-04-15,P004,Desk Chair,Furniture,,Diana,16,250,100,0.06,3760.0,2256.0,Net Banking
S00480,2024-02-22,P007,Pen Pack,Stationery,East,Alice,16,5,1,0.23,61.6,49.28,Net Banking
S00481,2024-09-21,P005,Monitor,Electronics,North,George,19,350,150,0.14,5719.0,3268.0,Net Banking
S00482,2024-11-05,P007,Pen Pack,Stationery,West,Fiona,8,5,1,0.13,34.8,27.84,Credit Card
S00483,2024-03-21,P009,Headphones,Electronics,South,Ethan,5,150,50,0.11,667.5,445.0,Net Banking
S00484,2024-12-11,P010,Webcam,Electronics,West,Fiona,4,90,30,0.17,298.8,199.2,Cash
S00485,2024-01-23,P008,Standing Desk,Furniture,,George,7,500,200,0.15,2975.0,1785.0,UPI
S00486,2024-01-29,P010,Webcam,Electronics,South,Alice,19,90,30,0.04,1641.6,1094.4,UPI
S00487,2024-02-13,P005,Monitor,Electronics,East,Alice,6,350,150,0.13,1827.0,1044.0,UPI
S00488,2024-11-03,P008,Standing Desk,Furniture,West,Charlie,20,500,200,0.25,7500.0,4500.0,UPI
S00489,2024-08-20,P010,Webcam,Electronics,East,Charlie,6,90,30,0.16,453.6,302.4,Credit Card
S00490,2024-12-16,P004,Desk Chair,Furniture,Central,Diana,13,250,100,0.1,2925.0,1755.0,Cash
S00491,2024-09-14,P003,Keyboard,Electronics,Central,Alice,20,60,20,0.02,1176.0,784.0,Credit Card
S00492,2024-09-24,P002,Mouse,Electronics,West,Alice,16,30,10,0.16,403.2,268.8,Cash
S00493,2024-06-28,P006,Notebook,Stationery,West,Hannah,2,8,2,0.17,13.28,9.96,Credit Card
S00494,2024-07-28,P007,Pen Pack,Stationery,Central,Bob,5,5,1,0.06,23.5,18.8,Net Banking
S00495,2024-12-01,P004,Desk Chair,Furniture,West,Bob,1,250,100,0.18,205.0,123.0,UPI
S00496,2024-08-04,P006,Notebook,Stationery,Central,Ethan,14,8,2,0.09,101.92,76.44,Net Banking
S00497,2024-09-04,P010,Webcam,Electronics,Central,Diana,9,90,30,0.25,607.5,405.0,UPI
S00498,2024-03-11,P006,Notebook,Stationery,West,Ethan,18,8,2,0.14,123.84,92.88,Credit Card
S00499,2024-06-22,P004,Desk Chair,Furniture,West,Bob,15,250,100,0.2,3000.0,1800.0,Credit Card
S00500,2024-08-29,P003,Keyboard,Electronics,South,,13,60,20,0.24,592.8,395.2,Cash
S00501,2024-11-10,P002,Mouse,Electronics,West,Alice,3,30,10,0.07,83.7,55.8,Net Banking
S00502,2024-12-02,P010,Webcam,Electronics,South,Hannah,2,90,30,0.24,136.8,91.2,Net Banking
S00503,2024-07-03,P004,Desk Chair,Furniture,North,Diana,2,250,100,0.2,400.0,240.0,UPI
S00504,2024-07-26,P001,Laptop,Electronics,West,George,6,1200,800,0.02,7056.0,2352.0,UPI
S00505,2024-10-25,P009,Headphones,Electronics,Central,Bob,1,150,50,0.18,123.0,82.0,Net Banking
S00506,2024-01-03,P006,Notebook,Stationery,Central,Hannah,9,8,2,0.06,67.68,50.76,Net Banking
S00507,2024-09-19,P003,Keyboard,Electronics,North,Ethan,14,60,20,0.13,730.8,487.2,Net Banking
